1,25873,0
2,25873,0
3,4887,39526
4,25873,0
5,25873,0
6,25873,0
7,25873,0
8,25873,0
9,25873,0
10,25522,324
11,25873,0
12,25873,0
13,25873,0
14,25834,36
15,25873,0
16,25873,0
17,25873,0
18,20754,5228
19,23241,2544
20,25873,0
21,25873,0
22,25873,0
23,24989,824
24,24807,998
25,25595,256
26,25019,796
27,24263,1524
28,25873,0
29,25873,0
30,25873,0
31,25873,0
32,25873,0
33,22797,3002
34,25873,0
35,25873,0
36,25738,124
37,25873,0
38,25873,0
39,25873,0
40,25873,0
41,25834,36
42,23958,1824
43,25873,0
44,25873,0
45,25873,0
46,25873,0
47,5567,36436
48,25873,0
49,24702,1098
50,25873,0
51,25825,44
52,25873,0
53,25873,0
54,25847,24
55,25146,676
56,25873,0
57,25091,728
58,20916,5044
59,25738,124
60,24698,1102
61,25082,736
62,25873,0
63,25873,0
64,24156,1628
65,25873,0
66,25873,0
67,25738,124
68,25604,248
69,25873,0
70,25017,798
71,25873,0
72,25873,0
73,25873,0
74,25873,0
75,25873,0
76,25873,0
77,25873,0
78,25873,0
79,4539,41278
80,25873,0
81,17988,8620
82,25095,724
83,25873,0
84,19692,6474
85,25873,0
86,25873,0
87,25873,0
88,25873,0
89,25873,0
90,25873,0
91,25873,0
92,25873,0
93,25873,0
94,25533,314
95,25873,0
96,25873,0
97,25873,0
98,25873,0
99,25873,0
100,22063,3778
101,25325,508
102,25873,0
103,25873,0
104,25522,324
105,24161,1624
106,24933,878
107,25873,0
108,22300,3524
109,25873,0
110,25021,794
111,25873,0
112,25873,0
113,25873,0
114,25873,0
115,25873,0
116,25393,444
117,25873,0
118,25873,0
119,24788,1016
120,25873,0
121,25768,96
122,25070,748
123,25873,0
124,25873,0
125,25873,0
126,25873,0
127,25873,0
128,25873,0
129,25873,0
130,25873,0
131,25873,0
132,25873,0
133,25873,0
134,25873,0
135,25873,0
136,25873,0
137,25522,324
138,25873,0
139,25159,664
140,24530,1264
141,25873,0
142,23163,2624
143,25873,0
144,23218,2568
145,22514,3298
146,25873,0
147,25873,0
148,25873,0
149,25146,676
150,25873,0
