event_id,variant,runtime_path,source_path,tags,codec,sampleRateHz,channels,durationMs,sha256
reel.stop.lock,8,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_lock_v08.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/100_CC0_Wood_Metal_SFX/metal_hit_03.ogg,reel stop metal lock contact,vorbis,48000,2,395,9daf6e7e1fc1871acfb063cb25ce050faab559ee6c42fed84bf18a4067f26a4d
reel.stop.lock,9,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_lock_v09.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/100_CC0_Wood_Metal_SFX/metal_hit_04.ogg,reel stop metal lock contact,vorbis,48000,2,374,dfc5ebc2cafcf2670f3937882c5040abe5c8855885c886023592d9a0779dde48
reel.stop.lock,10,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_lock_v10.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/100_CC0_Wood_Metal_SFX/metal_hit_05.ogg,reel stop metal lock contact,vorbis,48000,2,329,04e4d0926afd4bcd7d451884e0a74cea7c9661f56e211aeb8a4ee07bbccf4715
reel.stop.heavy,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_heavy_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactMetal_heavy_000.ogg,reel stop heavy metal,vorbis,44100,2,168,e07045693e4a2b3d165c424e3dab4c781d9ff8880a386880ac89a51315d7f831
reel.stop.heavy,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_heavy_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactMetal_heavy_001.ogg,reel stop heavy metal,vorbis,44100,2,359,83554049f81f4db9209379e103c30bfa63f65c42189a03f300b045c2c82e23ae
reel.stop.heavy,3,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_heavy_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactMetal_heavy_002.ogg,reel stop heavy metal,vorbis,44100,2,117,b914c8f1eb7c0f34bb165d7c77f4be0351f6be0660c13c53e65424e262e2c093
reel.stop.heavy,4,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_heavy_v04.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactMetal_heavy_003.ogg,reel stop heavy metal,vorbis,44100,2,207,b0f2ba4dabde9a87eb9c188a19d31e0c2300fd321adeba08d3b9b8aa011d7037
reel.stop.heavy,5,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_heavy_v05.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactMetal_heavy_004.ogg,reel stop heavy metal,vorbis,44100,2,134,6d65b463c0555dd5be16b8db6d2cbe23a94e07a4637779b8ad17d0db3e500a87
reel.stop.final.sub,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_final_sub_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/sci-fi-sounds/Audio/lowFrequency_explosion_000.ogg,reel final sub impact,vorbis,44100,2,2000,3cb48d86dab63140cfb9aaeea4d4a6846abaca5831d157d8adbec0490da26343
reel.stop.final.sub,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_final_sub_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/sci-fi-sounds/Audio/lowFrequency_explosion_001.ogg,reel final sub impact,vorbis,44100,2,1000,cdda50600a4928f2f1b8371224d53c171ac799c1cf2c30b11999508985250b3b
reel.stop.scatter.sweetener,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_scatter_sweetener_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_000.ogg,reel scatter bell sweetener,vorbis,44100,2,1480,94b8bb5f2d43ab65e4bcc32b28562416e9bc2c51d9fd4be1e333660ee52f977f
reel.stop.scatter.sweetener,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_scatter_sweetener_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_001.ogg,reel scatter bell sweetener,vorbis,44100,2,1741,9df61e3ae9a83dc65e5a1fd3ed19d480876f3b22b963a1b9ef6fa293592dcec4
reel.stop.scatter.sweetener,3,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_scatter_sweetener_v03.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/UI_Feedback_CC0/ui_ogg/Ding.ogg,reel scatter bell sweetener,vorbis,44100,2,999,bc69b15effae9314e8afb86229bb83acdab6afd79d552b786f53a4812d902980
reel.stop.wild.sweetener,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_wild_sweetener_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_light_000.ogg,reel wild glass shimmer,vorbis,44100,2,210,d750cf88097d0c3e69920e6e14496e1444e1a9da01aa4cca8f5ec8cb44c57b4f
reel.stop.wild.sweetener,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_wild_sweetener_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_light_001.ogg,reel wild glass shimmer,vorbis,44100,2,210,05e513fbd42829060eb37855f8c3866722ec5c39a8937c9bfde518cc609effa2
reel.stop.wild.sweetener,3,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_wild_sweetener_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_light_002.ogg,reel wild glass shimmer,vorbis,44100,2,210,710db7451bb7857b9140dfe6afe4621ea2188ad65eda3919c569d1bb285b933d
reel.stop.bonus.sweetener,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_bonus_sweetener_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/powerUp1.ogg,reel bonus powerup sweetener,vorbis,44100,1,1202,8c361b624b560c0bc30ea3063b71212bc30caebf425c9df2481c13b25561485c
reel.stop.bonus.sweetener,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_bonus_sweetener_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/powerUp2.ogg,reel bonus powerup sweetener,vorbis,44100,1,470,83786b43d828a399e14ac20604b63a60ca05385977f5477d00304c2adc696204
reel.stop.bonus.sweetener,3,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_stop_bonus_sweetener_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/powerUp3.ogg,reel bonus powerup sweetener,vorbis,44100,1,1149,59e7591f7a068882767bc1fd61edabf479b78787466d3a70bc49dfa0533777d2
reel.bounce,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_bounce_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactSoft_medium_000.ogg,reel bounce soft,vorbis,44100,2,118,7d3ba0bb5e60a11b5d3e558c141303dcf494256675fbf753c0d252d2cf0481e3
reel.bounce,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_bounce_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactSoft_medium_001.ogg,reel bounce soft,vorbis,44100,2,183,7642a4fd43e547afe4f7adfadb3dabb681c0ff512f52c1674bae30a726841faf
reel.settle,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_settle_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_light_000.ogg,reel settle plate,vorbis,44100,2,542,6e797cf8a5bfc52d7ed5eb47c227974c1cf2a674954fec5b539cea7d62c7282c
reel.settle,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_settle_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_light_001.ogg,reel settle plate,vorbis,44100,2,655,947915c2eb6ac57ee08fd3a48b297fd108d69abc72076e79882c21cad0eef56e
reel.settle,3,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_settle_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_light_002.ogg,reel settle plate,vorbis,44100,2,489,8ac5869ea434cf0d364872774efe70b2d666a4f02ba35ddfc1e051d336721be8
grid.final.settle,1,01_RUNTIME_READY/audio/reels/bsb_sfx_grid_final_settle_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/100_CC0_Wood_Metal_SFX/metal_slam_01.ogg,grid final settle metal,vorbis,48000,2,573,a335ccf202578bd740f930f0648a4dcbbbce3ebb2519335be023532578f56176
grid.final.settle,2,01_RUNTIME_READY/audio/reels/bsb_sfx_grid_final_settle_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_metal_hit_06.ogg,grid final settle metal,vorbis,48000,2,371,f571aff29262c66954900922cd70d1de25e0acd924c5d71c4536137d3659993b
reel.emergency.stop,1,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_emergency_stop_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_metal_falling_01.ogg,reel emergency stop heavy,vorbis,48000,2,1160,7071a56807c7ccf3aa4becba09abd08df0f3e1c844b1ce47d6975dcdfe49562d
reel.emergency.stop,2,01_RUNTIME_READY/audio/reels/bsb_sfx_reel_emergency_stop_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_metal_falling_02.ogg,reel emergency stop heavy,vorbis,48000,2,741,e40e73a05a9b1ae7d45e24aa898bf610b32334dae80a5c00abe3e2ce0f7d207a
symbol.land.low,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_low_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGeneric_light_000.ogg,symbol land low,vorbis,44100,2,139,f0e982611e97512fee5f777986b67e8b435434b601f94992ec044f7e89fb5acb
symbol.land.low,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_low_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGeneric_light_001.ogg,symbol land low,vorbis,44100,2,118,c3cd1c073d186ae8fa35788ba94de581f1826e7427a7bb26490b2695fac18efa
symbol.land.low,3,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_low_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGeneric_light_002.ogg,symbol land low,vorbis,44100,2,140,d0bf60905b59ff630ffe01eb0edeeacd2504eaa8fb6523aeef7d2458b78264d3
symbol.land.high,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_high_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_medium_000.ogg,symbol land high,vorbis,44100,2,543,9252d50bfb85edb17d6073c4a7806e10cdb9de56d3dbfc93a4b9727146d2df6d
symbol.land.high,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_high_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_medium_001.ogg,symbol land high,vorbis,44100,2,543,d3d806cb3012c9ddd87010b30295ccb74d6d8b690077d19e67afd09a9d8feb03
symbol.land.high,3,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_land_high_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactGlass_medium_002.ogg,symbol land high,vorbis,44100,2,543,48616f22c95589ed9fe55babf0fd012721d7b2ef1b9e85c2ad6408a2cd7c164f
symbol.win.low,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_low_v01.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #1.wav,symbol win low ping,pcm_s16le,44100,2,1719,bfeb4d42ad0827d9f95ab61c6327adbd4bf75601ba0ae8802831708eb7b63a33
symbol.win.low,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_low_v02.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #2.wav,symbol win low ping,pcm_s16le,44100,2,3685,594df0bcfea33794b4b52f9344bd8f718a88d589f8db191bb0a20a5ca3c81a72
symbol.win.low,3,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_low_v03.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #3.wav,symbol win low ping,pcm_s16le,44100,2,1898,4250cbd117204a72a5a9298dea3467010b20cf8628489de55c29225b6540e052
symbol.win.high,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_high_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_002.ogg,symbol win high bell,vorbis,44100,2,697,a4171ed1a4a17fb858a38de1c59b5b42e50d8f046c525706c0e3ac8671f189f5
symbol.win.high,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_high_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_003.ogg,symbol win high bell,vorbis,44100,2,654,5572ccdeb3b62373b86fa955355b3a222c36e815f0636ba16165189a21cf2514
symbol.win.high,3,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_win_high_v03.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_004.ogg,symbol win high bell,vorbis,44100,2,301,49fe4fafa2001bd0d312976796824571ca8429851f285997e1327d17bb34fd00
symbol.destroy.low,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_destroy_low_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_hit_01.ogg,symbol destroy low,vorbis,48000,2,729,56c627582671ee7f7910d87dee7a0a77814143e06b430cd10cd9e674ec1990d5
symbol.destroy.low,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_destroy_low_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_hit_02.ogg,symbol destroy low,vorbis,48000,2,797,a3bd154c391e65947dcd700dfa64b927676253a2e1d229e63443f0ef5f955474
symbol.destroy.high,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_destroy_high_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_glass_breaking_01.ogg,symbol destroy high glass,vorbis,48000,2,761,438c45398ee77a40d5cc6ffcc59db0cdc709dc6d0521da5e2896b4afc19fcacb
symbol.destroy.high,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_destroy_high_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/75_CC0_Breaking_Falling_Hit_SFX/bfh1_glass_breaking_02.ogg,symbol destroy high glass,vorbis,48000,2,388,35dcb1dc69338bad745e1cd56c676d04e4afb6687b9aa6d05ba83a255252747b
symbol.drop,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_drop_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_light_003.ogg,symbol drop,vorbis,44100,2,528,dbfb7c1d002576696df3e9a43d6639ee3f342068398b5e7b55bc2389d20508a9
symbol.drop,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_drop_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_light_004.ogg,symbol drop,vorbis,44100,2,657,9cb33b0c0cce948313f078b60769d2f8e4075472494fc8f8129aa4a23c951897
wild.land,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_wild_land_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/zap1.ogg,wild land electric,vorbis,44100,1,1019,4e4bf11c671a4be0723022a7177f8e122329fa32a0c59555581f4193ed111585
wild.land,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_wild_land_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/zap2.ogg,wild land electric,vorbis,44100,1,1228,169cf3876647bae0a28a7eb3fc5b5bd573ab9efae7b56b64a8700ff9bafb3494
wild.activate,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_wild_activate_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/powerUp8.ogg,wild activate powerup,vorbis,44100,1,575,2a2adebaacbf07cc89c194e5d088c8e01cad8557800559d6cb5b6106b6739508
wild.activate,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_wild_activate_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/powerUp9.ogg,wild activate powerup,vorbis,44100,1,549,7dfa3198ab951f09bee096bcd08db6faafcdb57a6bf416c91e1fa9a8321076e5
scatter.land,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_scatter_land_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/UI_Feedback_CC0/ui_ogg/chimes.ogg,scatter land chime,vorbis,44100,2,2005,bb9c1826553beb87e47a534f9608a7dcd236614bb6194f4323d4661df81e895e
scatter.land,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_scatter_land_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_001.ogg,scatter land chime,vorbis,44100,2,1741,9df61e3ae9a83dc65e5a1fd3ed19d480876f3b22b963a1b9ef6fa293592dcec4
scatter.activate,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_scatter_activate_v01.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/IgnisForge_43_CC0_SFX/jackpot_01.wav,scatter activate jackpot,pcm_s16le,44100,1,1811,dc3b1a09efe3101d2a3c2685d6bddddc9c03b67b1ec11ef6e217b3e7891f8a3a
scatter.activate,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_scatter_activate_v02.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/IgnisForge_43_CC0_SFX/jackpot_04.wav,scatter activate jackpot,pcm_s16le,44100,1,1616,1988035a7e84f8568c02d8210788ec72ffadc117eaa6f85d8a89f4096ee00ab9
multiplier.increment,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_multiplier_increment_v01.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #8.wav,multiplier increment metal ping,pcm_s16le,44100,2,2006,dcc5903290ba410a23abe316d1dff634d6ef9bb20ac2e2de62041f157eed5e17
multiplier.increment,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_multiplier_increment_v02.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #9.wav,multiplier increment metal ping,pcm_s16le,44100,2,2472,c2bff334e88edb82cbfa1d095893d2620566b60faf542d36d2d25da02bc331d9
multiplier.apply,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_multiplier_apply_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/UI_Feedback_CC0/ui_ogg/ding_deep.ogg,multiplier apply deep,vorbis,44100,2,1893,7e61202079948a5bb7bb6bb37f22d3d367abdcfb9afd73a52e6f883a93de24be
multiplier.apply,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_multiplier_apply_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactBell_heavy_004.ogg,multiplier apply deep,vorbis,44100,2,301,49fe4fafa2001bd0d312976796824571ca8429851f285997e1327d17bb34fd00
collector.collect,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_collector_collect_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/80_CC0_RPG_SFX/item_coins_03.ogg,collector coin collect,vorbis,48000,2,482,cd89cae2221ab5e911f93c208e8b905290f695eea3b1830bc9012cc46f6c047b
collector.collect,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_collector_collect_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/80_CC0_RPG_SFX/item_coins_04.ogg,collector coin collect,vorbis,48000,2,1610,122b633be3e61f35363b28e7ca5f11257d9d7f2759547ba1441cf541a3e5792b
symbol.lock,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_lock_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/80_CC0_RPG_SFX/lock_01.ogg,symbol lock,vorbis,48000,2,411,e828ad2a936e34a0212f3309c5ac706c0ded412b9b383a87f10bcfa1d1445271
symbol.lock,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_lock_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/rpg-audio/Audio/metalLatch.ogg,symbol lock,vorbis,48000,2,261,ba9ba60b172b3ebc131a940f25793cd2e207aca7af73dc80d637277f060f1708
symbol.unlock,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_unlock_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/80_CC0_RPG_SFX/lock_02.ogg,symbol unlock,vorbis,48000,2,397,e183464a4e28c1764c70e980465faaf6ea8c33c8ea4a2b636a3ae2c58e8740f5
symbol.unlock,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_unlock_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/100_CC0_Wood_Metal_SFX/lock_open_01.ogg,symbol unlock,vorbis,48000,2,737,f37728690c9559d32527b55e25102a1acb7beafdfab7ad12e099285d13d29e01
symbol.special.reveal,1,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_special_reveal_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/phaseJump4.ogg,symbol special reveal,vorbis,44100,2,470,90e1c90b9da3d0be66b54f4daa926f0fde79eba867dec7e9d1eef10524756e19
symbol.special.reveal,2,01_RUNTIME_READY/audio/symbols/bsb_sfx_symbol_special_reveal_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/phaseJump5.ogg,symbol special reveal,vorbis,44100,2,418,322d62ab7da973880d86c5ad217a2da85916ed95aa6c8d29991de392fd0f7522
cascade.trigger,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_trigger_v01.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/13_Swishes_CC0/swishes/swish-5.wav,cascade trigger swish,pcm_s24le,44100,2,127,4db41f2d2f97caf94627be05ff2870217fecc86534cf30f2aab413b847a0d50a
cascade.trigger,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_trigger_v02.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/13_Swishes_CC0/swishes/swish-6.wav,cascade trigger swish,pcm_s24le,44100,2,138,edcaacf008da7ae692566f4fe0d6023ea68d0a014149889e95209be7ee0b746d
cascade.dissolve,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_dissolve_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/50_CC0_SciFi_SFX/weird_01.ogg,cascade dissolve digital,vorbis,44100,2,696,2c02bf4863f70d071987df76c9d18ac1f579316cdceb584d8685da2d03e177ba
cascade.dissolve,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_dissolve_v02.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/50_CC0_SciFi_SFX/weird_02.ogg,cascade dissolve digital,vorbis,44100,2,1040,0cf476f79bd84a76b2285061b99ca079294d5fb37ab32499f94d090898155ba7
cascade.fall,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_fall_v01.ogg,02_SOURCE_LIBRARY_CC0/OpenGameArt/30_CC0_SFX_Loops/rolling.ogg,cascade fall,vorbis,48000,2,1056,24b5fd290b2008de9b087687ae41db833068a86ef7c0f1b230ce8bf0859b7291
cascade.fall,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_fall_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/phaserDown2.ogg,cascade fall,vorbis,44100,2,313,0eaadbbc5c259cc89a1dfbb0c99b61ca07e08710d035cc9bfc805b68cb0bdc9e
cascade.land,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_land_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_medium_000.ogg,cascade land,vorbis,44100,2,609,b670d30452983369771081319c268475edaaafe782bf4e8d70bd7eef09d8823c
cascade.land,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_land_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/impact-sounds/Audio/impactPlate_medium_001.ogg,cascade land,vorbis,44100,2,616,68ba7701b71ef620f498f3038e832157d71ac8db7ad59424545890b250ceb24e
cascade.refill,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_refill_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/phaserUp2.ogg,cascade refill,vorbis,44100,2,418,8f158744623b8d7a6d68aec5ba0716b8edd76a7461646071120c81f81dc54792
cascade.refill,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_refill_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/digital-audio/Audio/phaserUp3.ogg,cascade refill,vorbis,44100,2,522,d6edcbde2c7190e275ef3eba08a8886129153a361cd0e16dc0fb58206deb5e53
cascade.step,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_step_v01.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #10.wav,cascade step ping,pcm_s16le,44100,2,2559,88b98a3941887628512af79420d80ef0dce2381d1631cace9a4aaaf408350d04
cascade.step,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_step_v02.wav,02_SOURCE_LIBRARY_CC0/OpenGameArt/31_Metal_Pings_Scrapes_CC0/pings and scrapes/pings and scrapes - Marker #11.wav,cascade step ping,pcm_s16le,44100,2,2077,aeb35cf6a3256bc2358355c789876c18edf45d59c0f3df17bdadb70c860f9d77
cascade.combo.increase,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_combo_increase_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/music-jingles/Audio/Hit jingles/jingles_HIT03.ogg,cascade combo increase,vorbis,44100,2,746,889d4c2b76c7edd63138b3a976c3f7337aaba3de90019d19bca70ec958c93014
cascade.combo.increase,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_combo_increase_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/music-jingles/Audio/Steel jingles/jingles_STEEL03.ogg,cascade combo increase,vorbis,44100,2,1387,21233e95b5e2c167293484c9906264c632a5f1fe45744d1d5b52ba1dfb0a18fb
cascade.end,1,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_end_v01.ogg,02_SOURCE_LIBRARY_CC0/Kenney/interface-sounds/Audio/confirmation_004.ogg,cascade end,vorbis,44100,1,490,568967a3d9f8a8f6af54ea01729c4882284308f2a27d78c07ffd7ee0d6951661
cascade.end,2,01_RUNTIME_READY/audio/cascades/bsb_sfx_cascade_end_v02.ogg,02_SOURCE_LIBRARY_CC0/Kenney/music-jingles/Audio/Hit jingles/jingles_HIT00.ogg,cascade end,vorbis,44100,2,284,e23d8c9e971a4e34484bc834a3ec1d560811ec6f5edd5efa2c61e583c18c504a
